user_id,signup_date,city,device_type,user_type
89,2023-07-10,Mumbai,android,returning
90,2023-08-29,Bangalore,ios,returning
91,2024-08-06,Delhi,android,returning
92,2024-09-26,Mumbai,android,returning
93,2024-08-01,Bangalore,ios,returning
94,2023-07-29,Chennai,android,returning
95,2023-09-29,Bangalore,android,returning
96,2023-11-04,Bangalore,ios,returning
97,2023-03-16,Mumbai,android,returning
98,2024-07-30,Surat,android,returning
99,2023-08-07,Bangalore,android,returning
100,2023-12-24,Kolkata,ios,returning
101,2024-01-14,Delhi,android,returning
102,2024-07-10,Chennai,android,returning
103,2024-10-31,Bangalore,android,returning
104,2024-07-21,Delhi,android,returning
105,2023-05-18,Delhi,ios,returning
106,2024-07-20,Mumbai,android,returning
107,2023-08-04,Chennai,android,returning
108,2024-10-11,Kolkata,android,returning
109,2023-09-15,Ahmedabad,ios,returning
110,2023-04-05,Hyderabad,ios,returning
111,2023-02-15,Mumbai,ios,returning
112,2024-10-14,Surat,android,returning
113,2024-03-28,Hyderabad,android,returning
114,2023-01-10,Mumbai,ios,returning
115,2024-12-08,Ahmedabad,android,new
116,2024-01-14,Hyderabad,android,returning
117,2023-05-11,Mumbai,android,returning
118,2023-02-10,Kolkata,android,returning
119,2023-09-13,Chennai,android,returning
120,2024-07-27,Kolkata,android,returning
121,2024-09-27,Chennai,ios,returning
122,2023-08-31,Kolkata,ios,returning
123,2023-07-01,Kolkata,android,returning
124,2023-12-07,Pune,android,returning
125,2024-11-16,Kolkata,ios,returning
126,2023-10-01,Mumbai,android,returning
127,2024-01-27,Kolkata,ios,returning
128,2023-08-16,Mumbai,ios,returning
129,2023-12-25,Delhi,ios,returning
130,2023-08-22,Delhi,android,returning
131,2024-02-13,Delhi,ios,returning
132,2023-10-13,Delhi,android,returning
133,2024-11-26,Surat,android,returning
134,2023-01-29,Mumbai,ios,returning
135,2023-07-02,Hyderabad,ios,returning
136,2023-02-09,Mumbai,android,returning
137,2023-11-18,Bangalore,ios,returning
138,2023-04-29,Bangalore,android,returning
139,2023-09-18,Mumbai,android,returning
140,2024-06-16,Ahmedabad,android,returning
141,2024-11-17,Mumbai,android,returning
142,2024-11-11,Ahmedabad,android,returning
143,2024-11-10,Kolkata,android,returning
144,2023-11-04,Bangalore,android,returning
145,2023-12-01,Bangalore,android,returning
146,2023-05-11,Mumbai,android,returning
147,2024-01-24,Chennai,ios,returning
148,2024-09-22,Hyderabad,android,returning
149,2023-01-01,Delhi,android,returning
150,2024-08-16,Hyderabad,android,returning
151,2024-03-28,Bangalore,android,returning
152,2024-04-29,Pune,ios,returning
153,2023-06-23,Chennai,android,returning
154,2024-11-10,Hyderabad,android,returning
155,2023-08-29,Chennai,android,returning
156,2023-07-23,Mumbai,android,returning
157,2024-05-01,Hyderabad,ios,returning
158,2024-04-11,Bangalore,android,returning
159,2023-07-19,Chennai,android,returning
160,2024-02-14,Delhi,android,returning
161,2023-01-06,Kolkata,ios,returning
162,2023-04-20,Pune,android,returning
163,2024-12-13,Bangalore,android,new
164,2023-09-13,Ahmedabad,android,returning
165,2023-05-17,Pune,android,returning
166,2024-07-26,Hyderabad,ios,returning
167,2024-03-29,Hyderabad,android,returning
168,2024-05-31,Bangalore,ios,returning
169,2024-04-01,Kolkata,ios,returning
170,2024-05-01,Bangalore,ios,returning
171,2024-10-14,Delhi,ios,returning
172,2024-05-11,Hyderabad,android,returning
173,2023-03-21,Chennai,android,returning
174,2023-12-10,Delhi,android,returning
175,2023-05-22,Mumbai,android,returning
176,2023-06-06,Chennai,android,returning
177,2024-02-22,Delhi,android,returning
178,2023-03-05,Delhi,android,returning
179,2024-08-21,Jaipur,android,returning
180,2024-08-12,Bangalore,android,returning
181,2023-12-27,Delhi,android,returning
182,2024-03-05,Hyderabad,android,returning
183,2024-09-09,Kolkata,android,returning
184,2023-10-07,Bangalore,android,returning
185,2023-12-11,Chennai,ios,returning
186,2023-06-19,Kolkata,ios,returning
187,2024-09-29,Hyderabad,ios,returning
188,2024-08-29,Hyderabad,android,returning
189,2024-10-20,Bangalore,ios,returning
190,2023-07-06,Mumbai,android,returning
191,2023-08-05,Bangalore,android,returning
192,2024-01-24,Delhi,ios,returning
193,2024-03-07,Delhi,android,returning
194,2023-01-20,Chennai,android,returning
195,2023-12-25,Delhi,android,returning
196,2024-10-29,Mumbai,android,returning
197,2023-09-11,Mumbai,android,returning
198,2023-06-06,Delhi,android,returning
199,2023-04-28,Hyderabad,android,returning
200,2024-12-17,Delhi,android,new
201,2024-09-12,Hyderabad,ios,returning
202,2023-04-28,Pune,android,returning
203,2023-11-15,Mumbai,android,returning
204,2023-11-16,Hyderabad,ios,returning
205,2024-01-20,Bangalore,android,returning
206,2023-03-19,Hyderabad,ios,returning
207,2023-09-06,Mumbai,ios,returning
208,2024-12-01,Hyderabad,android,new
209,2024-08-02,Pune,android,returning
210,2024-03-14,Chennai,android,returning
211,2024-10-25,Delhi,ios,returning
212,2024-05-16,Mumbai,ios,returning
213,2024-10-12,Kolkata,android,returning
214,2023-06-06,Bangalore,android,returning
215,2024-10-28,Delhi,ios,returning
216,2024-07-05,Pune,android,returning
217,2024-08-29,Delhi,ios,returning
218,2023-03-30,Delhi,android,returning
219,2024-04-20,Hyderabad,android,returning
220,2023-12-11,Mumbai,ios,returning
221,2023-07-06,Bangalore,android,returning
222,2023-09-22,Delhi,ios,returning
223,2024-12-19,Kolkata,android,new
224,2024-06-13,Jaipur,android,returning
225,2024-02-21,Bangalore,ios,returning
226,2024-12-08,Bangalore,android,new
227,2024-04-03,Pune,android,returning
228,2023-08-15,Bangalore,android,returning
229,2024-11-10,Hyderabad,android,returning
230,2024-06-27,Delhi,ios,returning
231,2024-07-17,Delhi,android,returning
232,2023-10-05,Delhi,android,returning
233,2023-07-17,Delhi,ios,returning
234,2024-12-07,Mumbai,android,new
235,2024-05-10,Delhi,android,returning
236,2024-06-21,Hyderabad,ios,returning
237,2023-07-18,Delhi,android,returning
238,2023-11-06,Mumbai,android,returning
239,2023-10-08,Mumbai,android,returning
240,2023-10-27,Chennai,android,returning
241,2024-05-17,Mumbai,android,returning
242,2023-10-19,Bangalore,android,returning
243,2023-07-08,Jaipur,android,returning
244,2024-05-04,Mumbai,android,returning
245,2024-05-18,Mumbai,android,returning
246,2023-02-24,Mumbai,ios,returning
247,2023-11-08,Mumbai,android,returning
248,2024-07-25,Pune,android,returning
249,2024-09-25,Delhi,android,returning
250,2024-04-06,Ahmedabad,android,returning
251,2024-08-25,Surat,android,returning
252,2024-09-27,Mumbai,ios,returning
253,2023-04-12,Jaipur,android,returning
254,2023-08-05,Delhi,android,returning
255,2023-09-03,Mumbai,android,returning
256,2023-01-03,Bangalore,android,returning
257,2024-04-26,Delhi,android,returning
258,2024-12-24,Delhi,ios,new
259,2023-03-14,Chennai,ios,returning
260,2024-10-02,Hyderabad,ios,returning
261,2023-07-22,Bangalore,android,returning
262,2024-10-25,Mumbai,android,returning
263,2023-05-26,Mumbai,android,returning
264,2023-11-11,Hyderabad,ios,returning
265,2023-10-23,Bangalore,android,returning
266,2023-11-08,Chennai,ios,returning
267,2024-05-27,Hyderabad,android,returning
268,2024-09-04,Mumbai,android,returning
269,2023-11-27,Hyderabad,android,returning
270,2023-08-23,Jaipur,ios,returning
271,2024-08-12,Hyderabad,android,returning
272,2024-11-19,Pune,android,returning
273,2023-06-29,Bangalore,android,returning
274,2023-10-12,Mumbai,android,returning
275,2024-10-12,Pune,ios,returning
276,2024-04-26,Delhi,android,returning
277,2024-11-17,Mumbai,android,returning
278,2024-02-26,Chennai,android,returning
279,2024-02-15,Pune,android,returning
280,2024-04-10,Mumbai,android,returning
281,2023-04-29,Surat,android,returning
282,2024-06-10,Pune,android,returning
283,2024-07-09,Bangalore,android,returning
284,2024-06-14,Delhi,ios,returning
285,2024-10-02,Bangalore,android,returning
286,2023-10-01,Hyderabad,ios,returning
287,2024-03-24,Kolkata,android,returning
288,2023-01-30,Surat,android,returning
289,2023-09-03,Chennai,android,returning
290,2023-01-15,Hyderabad,android,returning
291,2023-04-27,Bangalore,android,returning
292,2023-06-07,Bangalore,android,returning
293,2024-06-05,Chennai,android,returning
294,2024-05-09,Surat,android,returning
295,2024-07-18,Mumbai,android,returning
296,2024-09-05,Bangalore,ios,returning
297,2023-03-13,Delhi,ios,returning
298,2024-02-29,Delhi,ios,returning
299,2023-10-01,Pune,android,returning
300,2023-11-02,Kolkata,android,returning
301,2024-11-06,Bangalore,android,returning
302,2024-07-05,Bangalore,android,returning
303,2024-07-10,Delhi,ios,returning
304,2023-07-13,Surat,android,returning
305,2024-01-28,Delhi,ios,returning
306,2023-02-14,Delhi,android,returning
307,2024-01-26,Bangalore,android,returning
308,2024-10-29,Surat,android,returning
309,2023-02-07,Mumbai,ios,returning
310,2023-12-06,Kolkata,ios,returning
311,2024-03-26,Mumbai,ios,returning
312,2023-01-16,Chennai,android,returning
313,2024-11-01,Jaipur,android,returning
314,2023-09-29,Delhi,android,returning
315,2024-10-27,Mumbai,android,returning
316,2024-11-21,Kolkata,android,returning
317,2023-11-21,Hyderabad,ios,returning
318,2024-05-14,Kolkata,android,returning
319,2023-03-12,Delhi,android,returning
320,2023-10-22,Surat,ios,returning
321,2024-03-20,Surat,ios,returning
322,2024-12-21,Kolkata,android,new
323,2024-12-11,Delhi,android,new
324,2023-11-29,Pune,android,returning
325,2024-01-19,Bangalore,android,returning
326,2024-02-26,Hyderabad,ios,returning
327,2023-06-24,Mumbai,android,returning
328,2024-01-27,Hyderabad,android,returning
329,2024-08-20,Mumbai,android,returning
330,2023-09-18,Bangalore,android,returning
331,2024-04-21,Ahmedabad,android,returning
332,2023-06-11,Mumbai,ios,returning
333,2024-08-24,Delhi,ios,returning
334,2024-12-07,Delhi,ios,new
335,2023-07-23,Surat,ios,returning
336,2023-04-20,Delhi,android,returning
337,2024-08-11,Delhi,android,returning
338,2023-01-23,Surat,android,returning
339,2023-10-09,Mumbai,ios,returning
340,2023-02-20,Ahmedabad,ios,returning
341,2023-10-21,Pune,android,returning
342,2023-12-27,Delhi,android,returning
343,2023-09-14,Chennai,android,returning
344,2024-11-06,Chennai,android,returning
345,2023-04-10,Ahmedabad,android,returning
346,2023-11-13,Pune,android,returning
347,2024-01-09,Chennai,android,returning
348,2023-10-30,Delhi,android,returning
349,2023-07-25,Mumbai,android,returning
350,2024-01-10,Hyderabad,ios,returning
351,2023-06-18,Delhi,ios,returning
352,2024-05-08,Jaipur,android,returning
353,2023-12-13,Pune,android,returning
354,2023-03-19,Mumbai,ios,returning
355,2024-11-23,Chennai,ios,returning
356,2024-07-24,Delhi,ios,returning
357,2023-01-15,Delhi,android,returning
358,2024-01-13,Chennai,android,returning
359,2024-08-21,Bangalore,android,returning
360,2024-01-16,Mumbai,android,returning
361,2023-01-26,Hyderabad,ios,returning
362,2023-12-02,Ahmedabad,android,returning
363,2023-03-06,Hyderabad,android,returning
364,2024-12-18,Delhi,android,new
365,2023-05-24,Mumbai,android,returning
366,2024-05-19,Mumbai,android,returning
367,2024-07-04,Mumbai,android,returning
368,2024-11-17,Jaipur,android,returning
369,2024-07-07,Bangalore,ios,returning
370,2023-06-08,Kolkata,android,returning
371,2024-05-16,Hyderabad,ios,returning
372,2023-10-14,Mumbai,android,returning
373,2024-03-30,Bangalore,android,returning
374,2024-01-07,Mumbai,android,returning
375,2024-07-11,Ahmedabad,android,returning
376,2023-03-04,Bangalore,android,returning
377,2023-05-06,Jaipur,ios,returning
378,2023-04-04,Chennai,android,returning
379,2024-09-03,Surat,android,returning
380,2023-12-08,Delhi,android,returning
381,2024-08-01,Delhi,ios,returning
382,2024-07-21,Delhi,android,returning
383,2023-08-27,Delhi,android,returning
384,2024-09-02,Mumbai,ios,returning
385,2023-05-29,Surat,android,returning
386,2023-06-28,Mumbai,ios,returning
387,2023-05-15,Mumbai,ios,returning
388,2023-09-01,Hyderabad,android,returning
389,2023-09-29,Mumbai,ios,returning
390,2024-06-22,Mumbai,android,returning
391,2024-04-04,Pune,android,returning
392,2023-04-22,Bangalore,android,returning
393,2024-09-21,Mumbai,ios,returning
394,2024-11-05,Bangalore,android,returning
395,2023-02-01,Mumbai,android,returning
396,2024-02-16,Bangalore,android,returning
397,2024-12-30,Ahmedabad,android,new
398,2023-03-24,Delhi,android,returning
399,2023-05-10,Delhi,android,returning
400,2024-07-15,Chennai,android,returning
401,2024-09-03,Hyderabad,android,returning
402,2024-09-11,Bangalore,ios,returning
403,2023-04-28,Kolkata,android,returning
404,2024-07-18,Chennai,android,returning
405,2024-04-07,Kolkata,android,returning
406,2024-04-09,Bangalore,android,returning
407,2023-11-17,Bangalore,android,returning
408,2024-01-19,Jaipur,android,returning
409,2024-04-30,Mumbai,ios,returning
410,2023-04-06,Bangalore,ios,returning
411,2024-01-17,Pune,android,returning
412,2024-08-23,Jaipur,android,returning
413,2024-11-17,Mumbai,android,returning
414,2024-11-12,Jaipur,android,returning
415,2023-02-22,Jaipur,android,returning
416,2023-12-27,Mumbai,android,returning
417,2023-06-08,Chennai,android,returning
418,2023-04-21,Delhi,android,returning
419,2023-04-28,Pune,android,returning
420,2024-03-15,Kolkata,ios,returning
421,2024-09-28,Hyderabad,android,returning
422,2023-01-27,Hyderabad,android,returning
423,2024-12-11,Delhi,android,new
424,2024-12-20,Pune,ios,new
425,2023-12-26,Mumbai,ios,returning
426,2024-08-02,Chennai,android,returning
427,2024-10-10,Surat,android,returning
428,2024-06-27,Delhi,android,returning
429,2023-12-16,Mumbai,android,returning
430,2023-11-29,Pune,android,returning
431,2023-03-28,Kolkata,android,returning
432,2024-09-24,Mumbai,android,returning
433,2024-03-29,Chennai,android,returning
434,2024-03-28,Bangalore,android,returning
435,2024-06-08,Mumbai,android,returning
436,2023-10-18,Chennai,android,returning
437,2024-06-23,Chennai,android,returning
438,2024-02-09,Surat,android,returning
439,2023-07-29,Delhi,android,returning
440,2023-05-21,Pune,android,returning
441,2023-05-03,Mumbai,ios,returning
442,2023-06-29,Mumbai,android,returning
443,2023-08-24,Bangalore,ios,returning
444,2023-12-29,Mumbai,ios,returning
445,2023-02-13,Bangalore,android,returning
446,2023-03-21,Kolkata,android,returning
447,2024-08-10,Bangalore,android,returning
448,2023-10-24,Mumbai,android,returning
449,2023-11-29,Mumbai,ios,returning
450,2024-04-16,Kolkata,ios,returning
451,2023-04-01,Bangalore,android,returning
452,2024-03-22,Hyderabad,android,returning
453,2024-02-10,Kolkata,ios,returning
454,2023-08-15,Delhi,android,returning
455,2024-06-06,Hyderabad,android,returning
456,2023-07-18,Ahmedabad,android,returning
457,2024-10-22,Pune,android,returning
458,2023-05-30,Delhi,android,returning
459,2023-06-06,Pune,android,returning
460,2023-07-01,Jaipur,android,returning
461,2024-04-20,Pune,ios,returning
462,2024-04-04,Chennai,ios,returning
463,2024-10-20,Hyderabad,android,returning
464,2024-10-04,Delhi,android,returning
465,2024-04-25,Bangalore,android,returning
466,2023-10-09,Hyderabad,android,returning
467,2023-03-17,Delhi,android,returning
468,2023-02-28,Delhi,android,returning
469,2024-10-22,Kolkata,ios,returning
470,2024-09-21,Hyderabad,android,returning
471,2024-08-17,Hyderabad,ios,returning
472,2023-02-12,Bangalore,ios,returning
473,2024-10-29,Mumbai,android,returning
474,2024-05-28,Mumbai,android,returning
475,2023-04-16,Pune,ios,returning
476,2023-03-28,Bangalore,android,returning
477,2023-09-11,Chennai,ios,returning
478,2024-06-20,Bangalore,android,returning
479,2024-01-17,Ahmedabad,android,returning
480,2023-12-13,Chennai,android,returning
481,2024-10-08,Hyderabad,android,returning
482,2023-04-07,Hyderabad,android,returning
483,2023-09-16,Chennai,android,returning
484,2024-09-09,Kolkata,android,returning
485,2024-08-19,Chennai,ios,returning
486,2023-11-14,Jaipur,android,returning
487,2024-02-06,Mumbai,android,returning
488,2023-03-28,Delhi,android,returning
489,2023-12-03,Pune,android,returning
490,2024-12-02,Ahmedabad,android,new
491,2024-11-17,Bangalore,android,returning
492,2024-01-07,Delhi,ios,returning
493,2023-12-16,Jaipur,android,returning
494,2023-08-20,Surat,android,returning
495,2023-10-30,Kolkata,android,returning
496,2024-07-06,Kolkata,ios,returning
497,2023-02-08,Chennai,ios,returning
498,2024-09-24,Mumbai,android,returning
499,2023-06-16,Mumbai,android,returning
500,2024-10-01,Pune,android,returning
501,2024-03-24,Mumbai,android,returning
502,2023-09-01,Jaipur,android,returning
503,2024-04-04,Delhi,android,returning
504,2024-04-25,Ahmedabad,android,returning
505,2024-11-25,Jaipur,ios,returning
506,2024-04-17,Pune,ios,returning
507,2024-05-29,Bangalore,ios,returning
508,2023-07-24,Pune,android,returning
509,2023-09-14,Mumbai,android,returning
510,2024-01-16,Hyderabad,android,returning
511,2024-06-12,Kolkata,android,returning
512,2023-06-14,Delhi,ios,returning
513,2023-05-31,Kolkata,android,returning
514,2023-08-16,Pune,ios,returning
515,2023-01-28,Bangalore,android,returning
516,2024-01-18,Delhi,ios,returning
517,2024-01-19,Delhi,android,returning
518,2023-04-12,Kolkata,android,returning
519,2023-05-30,Mumbai,android,returning
520,2024-04-28,Chennai,android,returning
521,2024-12-23,Bangalore,android,new
522,2023-03-23,Mumbai,android,returning
523,2023-06-03,Hyderabad,android,returning
524,2024-06-24,Bangalore,ios,returning
525,2023-09-01,Delhi,android,returning
526,2024-03-05,Hyderabad,android,returning
527,2023-03-06,Mumbai,ios,returning
528,2024-09-03,Hyderabad,android,returning
529,2024-08-11,Delhi,android,returning
530,2024-03-15,Mumbai,android,returning
531,2024-08-07,Bangalore,android,returning
532,2023-03-29,Bangalore,android,returning
533,2024-06-22,Hyderabad,ios,returning
534,2024-06-03,Hyderabad,android,returning
535,2024-04-26,Mumbai,android,returning
536,2024-01-18,Delhi,android,returning
537,2023-03-11,Delhi,android,returning
538,2024-10-05,Mumbai,android,returning
539,2023-12-07,Mumbai,android,returning
540,2023-12-13,Pune,android,returning
541,2024-12-02,Bangalore,android,new
542,2024-10-08,Mumbai,android,returning
543,2024-04-13,Mumbai,android,returning
544,2023-07-24,Kolkata,android,returning
545,2023-11-14,Bangalore,ios,returning
546,2024-07-10,Bangalore,android,returning
547,2024-10-24,Mumbai,android,returning
548,2023-02-18,Kolkata,android,returning
549,2023-05-08,Pune,android,returning
550,2024-02-14,Chennai,ios,returning
551,2024-01-31,Delhi,android,returning
552,2024-12-09,Bangalore,ios,new
553,2024-06-15,Delhi,android,returning
554,2024-03-10,Mumbai,android,returning
555,2023-07-04,Hyderabad,android,returning
556,2023-03-23,Delhi,android,returning
557,2024-04-01,Hyderabad,android,returning
558,2024-12-07,Bangalore,android,new
559,2023-12-28,Hyderabad,android,returning
560,2024-10-16,Surat,ios,returning
561,2023-03-18,Chennai,android,returning
562,2024-06-09,Pune,android,returning
563,2023-02-01,Mumbai,android,returning
564,2024-03-24,Mumbai,android,returning
565,2024-10-22,Delhi,android,returning
566,2024-08-03,Mumbai,android,returning
567,2024-04-05,Jaipur,android,returning
568,2023-03-20,Hyderabad,android,returning
569,2024-02-12,Delhi,android,returning
570,2023-04-27,Mumbai,android,returning
571,2024-06-14,Bangalore,android,returning
572,2023-09-26,Pune,android,returning
573,2023-08-08,Surat,android,returning
574,2024-05-17,Delhi,android,returning
575,2023-03-17,Bangalore,ios,returning
576,2024-03-31,Surat,ios,returning
577,2023-11-24,Chennai,android,returning
578,2024-07-17,Hyderabad,ios,returning
579,2023-06-11,Chennai,ios,returning
580,2024-10-15,Mumbai,android,returning
581,2023-08-18,Mumbai,android,returning
582,2023-05-23,Delhi,android,returning
583,2024-01-05,Hyderabad,android,returning
584,2024-07-18,Mumbai,ios,returning
585,2023-03-09,Delhi,ios,returning
586,2024-05-05,Bangalore,ios,returning
587,2024-08-11,Mumbai,ios,returning
588,2024-10-19,Mumbai,android,returning
589,2024-06-13,Delhi,ios,returning
590,2024-07-18,Hyderabad,android,returning
591,2023-05-13,Bangalore,ios,returning
592,2023-02-26,Kolkata,android,returning
593,2023-11-08,Mumbai,android,returning
594,2024-12-27,Delhi,ios,new
595,2024-06-15,Kolkata,ios,returning
596,2023-09-14,Mumbai,ios,returning
597,2023-10-09,Mumbai,android,returning
598,2024-06-30,Mumbai,android,returning
599,2024-08-29,Jaipur,android,returning
600,2024-11-05,Hyderabad,ios,returning
601,2023-12-12,Kolkata,android,returning
602,2023-01-30,Mumbai,ios,returning
603,2024-08-13,Delhi,android,returning
604,2024-08-08,Bangalore,android,returning
605,2024-05-24,Kolkata,android,returning
606,2024-10-19,Jaipur,android,returning
607,2024-12-02,Bangalore,android,new
608,2024-12-06,Mumbai,android,new
609,2024-05-10,Bangalore,android,returning
610,2023-05-28,Delhi,android,returning
611,2023-12-20,Surat,android,returning
612,2024-01-15,Bangalore,android,returning
613,2023-09-05,Bangalore,android,returning
614,2023-09-11,Mumbai,android,returning
615,2024-01-29,Kolkata,android,returning
616,2023-06-13,Pune,ios,returning
617,2023-11-17,Mumbai,android,returning
618,2024-06-11,Bangalore,ios,returning
619,2024-05-24,Mumbai,ios,returning
620,2024-06-01,Bangalore,android,returning
621,2024-08-20,Delhi,android,returning
622,2024-05-21,Hyderabad,ios,returning
623,2024-11-19,Bangalore,android,returning
624,2023-04-21,Bangalore,ios,returning
625,2024-01-10,Pune,android,returning
626,2024-02-15,Mumbai,android,returning
627,2024-01-07,Hyderabad,android,returning
628,2024-05-31,Bangalore,android,returning
629,2024-09-30,Chennai,android,returning
630,2023-04-10,Bangalore,ios,returning
631,2023-12-14,Hyderabad,android,returning
632,2023-05-28,Mumbai,android,returning
633,2024-05-27,Mumbai,android,returning
634,2024-12-31,Delhi,android,new
635,2024-04-12,Mumbai,ios,returning
636,2023-05-24,Delhi,android,returning
637,2023-06-16,Bangalore,android,returning
638,2023-11-03,Hyderabad,android,returning
639,2024-06-05,Hyderabad,android,returning
640,2023-11-03,Bangalore,android,returning
641,2023-12-06,Chennai,ios,returning
642,2024-08-20,Delhi,ios,returning
643,2024-12-05,Hyderabad,android,new
644,2023-09-29,Jaipur,ios,returning
645,2024-08-15,Hyderabad,android,returning
646,2024-08-20,Bangalore,android,returning
647,2024-09-26,Pune,android,returning
648,2024-11-28,Delhi,android,returning
649,2024-12-18,Mumbai,android,new
650,2023-11-18,Bangalore,android,returning
651,2023-07-28,Bangalore,ios,returning
652,2024-04-27,Kolkata,android,returning
653,2023-03-05,Chennai,android,returning
654,2024-07-28,Delhi,android,returning
655,2024-06-22,Delhi,ios,returning
656,2024-04-15,Ahmedabad,android,returning
657,2023-12-29,Chennai,ios,returning
658,2024-11-28,Hyderabad,android,returning
659,2024-09-16,Bangalore,ios,returning
660,2023-10-13,Hyderabad,android,returning
661,2023-11-01,Pune,android,returning
662,2024-12-07,Chennai,android,new
663,2023-12-24,Hyderabad,ios,returning
664,2023-10-08,Delhi,android,returning
665,2024-07-10,Delhi,ios,returning
666,2023-12-20,Jaipur,ios,returning
667,2023-10-25,Mumbai,ios,returning
668,2023-03-22,Delhi,android,returning
669,2023-09-20,Chennai,android,returning
670,2024-07-05,Delhi,android,returning
671,2023-10-06,Mumbai,android,returning
672,2024-08-23,Delhi,android,returning
673,2024-06-27,Delhi,android,returning
674,2023-04-13,Bangalore,android,returning
675,2023-04-13,Chennai,android,returning
676,2024-07-17,Surat,android,returning
677,2024-10-30,Ahmedabad,ios,returning
678,2024-05-03,Chennai,ios,returning
679,2023-10-22,Delhi,android,returning
680,2023-04-02,Chennai,android,returning
681,2023-02-08,Ahmedabad,android,returning
682,2023-06-30,Ahmedabad,android,returning
683,2024-02-11,Pune,android,returning
684,2023-10-24,Kolkata,android,returning
685,2024-08-04,Hyderabad,ios,returning
686,2023-12-10,Delhi,ios,returning
687,2024-07-10,Bangalore,ios,returning
688,2023-05-18,Kolkata,android,returning
689,2023-07-17,Pune,android,returning
690,2024-04-14,Hyderabad,android,returning
691,2023-01-15,Chennai,ios,returning
692,2024-08-04,Chennai,android,returning
693,2024-09-17,Kolkata,ios,returning
694,2024-03-13,Bangalore,android,returning
695,2024-11-16,Mumbai,ios,returning
696,2024-05-03,Delhi,android,returning
697,2023-09-25,Bangalore,android,returning
698,2023-10-01,Jaipur,android,returning
699,2024-08-09,Mumbai,android,returning
700,2024-12-10,Delhi,android,new
