session_id,user_id,session_start,app_version
88,18,2024-10-17 21:30:08,3.3
89,18,2023-11-01 07:16:42,3.3
90,19,2024-10-03 19:29:40,3.3
91,19,2024-08-23 21:23:20,3.4
92,20,2024-11-14 09:04:49,3.4
93,20,2024-10-15 09:08:01,3.3
94,21,2024-11-22 16:25:52,3.3
95,21,2024-12-17 13:40:40,3.4
96,21,2024-12-01 21:09:12,3.3
97,21,2024-11-24 19:27:38,3.3
98,21,2024-12-19 10:58:40,3.4
99,21,2024-11-21 14:29:27,3.3
100,21,2024-12-02 09:50:36,3.4
101,21,2024-12-23 20:42:11,3.4
102,22,2024-11-13 21:40:51,3.3
103,22,2024-12-22 22:11:24,3.4
104,22,2024-11-24 14:16:38,3.4
105,23,2024-09-20 21:10:59,3.3
106,23,2024-08-16 21:26:48,3.3
107,23,2024-09-15 19:17:48,3.4
108,23,2024-12-08 14:45:46,3.4
109,23,2024-11-06 08:56:07,3.2
110,23,2024-08-25 11:27:16,3.1
111,24,2024-10-16 02:35:31,3.4
112,24,2024-07-12 12:22:38,3.4
113,24,2024-02-21 20:58:24,3.4
114,24,2024-04-18 20:33:30,3.4
115,24,2024-02-19 10:22:36,3.2
116,24,2024-04-10 01:46:17,3.4
117,24,2024-05-23 14:07:26,3.3
118,25,2024-12-17 13:01:13,3.2
119,25,2024-12-15 15:04:34,3.4
120,25,2024-12-10 18:22:42,3.4
121,26,2024-07-12 14:14:46,3.4
122,26,2024-10-03 11:53:22,3.4
123,26,2024-10-11 12:22:04,3.4
124,26,2024-12-16 20:16:46,3.4
125,26,2023-05-25 07:30:43,3.3
126,26,2024-04-02 22:29:00,3.3
127,27,2024-06-24 09:22:25,3.4
128,27,2024-07-14 21:06:06,3.3
129,27,2024-08-30 12:54:10,3.3
130,27,2023-12-05 20:34:02,3.3
131,27,2024-03-26 05:32:44,3.2
132,27,2024-02-13 18:40:35,3.2
133,28,2024-09-29 22:53:55,3.3
134,28,2024-08-31 06:30:43,3.4
135,28,2024-12-15 11:10:40,3.3
136,28,2024-11-20 23:48:58,3.3
137,28,2024-10-31 09:00:30,3.2
138,29,2024-12-11 14:01:35,3.3
139,29,2024-12-06 14:53:43,3.2
140,30,2024-11-09 15:44:27,3.4
141,30,2024-11-15 18:20:04,3.3
142,30,2024-11-30 13:05:43,3.4
143,30,2024-10-22 22:56:05,3.1
144,30,2024-11-03 18:44:34,3.4
145,30,2024-11-05 09:56:11,3.3
146,30,2024-10-26 01:26:00,3.4
147,31,2023-11-15 11:02:09,3.4
148,31,2024-06-06 11:45:57,3.3
149,31,2024-01-27 19:56:52,3.4
150,32,2024-12-15 13:13:36,3.2
151,32,2024-12-10 20:09:54,3.4
152,32,2024-08-28 21:07:55,3.3
153,33,2024-04-28 09:53:57,3.4
154,33,2024-11-14 13:35:30,3.4
155,33,2024-06-10 00:13:54,3.1
156,33,2024-07-15 12:16:04,3.4
157,33,2024-07-23 08:25:16,3.4
158,34,2024-06-12 19:18:18,3.4
159,34,2024-08-28 16:06:21,3.4
160,35,2024-09-05 13:09:37,3.4
161,35,2023-10-14 15:37:08,3.3
162,36,2024-12-19 00:52:01,3.4
163,36,2024-12-23 18:45:26,3.2
164,37,2024-05-04 09:53:10,3.4
165,37,2024-08-03 10:15:44,3.3
166,37,2024-12-29 20:35:59,3.1
167,37,2024-10-09 21:12:29,3.4
168,37,2024-12-16 12:22:58,3.3
169,37,2024-02-24 22:54:45,3.3
170,37,2024-08-20 10:21:47,3.4
171,38,2024-07-16 13:49:06,3.2
172,38,2024-12-26 13:10:52,3.3
173,38,2024-05-31 19:53:11,3.4
174,39,2024-07-21 16:11:25,3.1
175,39,2023-04-06 23:17:34,3.4
176,39,2023-09-12 01:58:22,3.4
177,39,2024-07-11 21:32:00,3.4
178,39,2024-09-10 14:53:34,3.3
179,39,2023-11-24 21:08:11,3.4
180,39,2023-08-25 13:44:21,3.4
181,40,2024-09-16 19:23:38,3.4
182,40,2024-07-14 13:50:22,3.4
183,40,2024-10-24 13:31:38,3.4
184,40,2024-07-25 08:12:50,3.3
185,40,2024-12-01 20:14:01,3.4
186,40,2024-09-25 14:09:28,3.4
187,40,2024-09-24 20:43:06,3.2
188,40,2024-10-10 00:36:57,3.4
189,41,2024-10-02 14:02:51,3.4
190,41,2024-06-10 19:10:11,3.2
191,41,2024-03-29 11:45:33,3.4
192,41,2024-06-24 07:58:32,3.3
193,41,2024-08-05 14:47:04,3.2
194,41,2024-08-30 18:56:33,3.4
195,42,2024-08-03 00:58:31,3.3
196,42,2024-06-02 20:47:15,3.4
197,42,2024-12-10 17:55:54,3.4
198,42,2024-12-03 08:58:59,3.3
199,42,2024-10-27 22:58:50,3.4
200,42,2024-07-30 11:43:31,3.4
201,42,2024-12-30 19:56:53,3.2
202,43,2024-10-06 18:35:55,3.4
203,43,2024-04-17 15:06:34,3.4
204,43,2024-02-06 20:36:29,3.3
205,43,2024-01-29 07:58:57,3.4
206,44,2024-06-04 14:31:37,3.3
207,44,2024-10-30 23:54:50,3.4
208,44,2024-11-17 21:50:17,3.3
209,44,2024-11-25 21:42:16,3.4
210,44,2024-08-21 12:54:02,3.4
211,44,2024-10-29 21:10:47,3.3
212,44,2024-09-09 18:59:21,3.3
213,45,2024-04-02 20:53:22,3.4
214,45,2023-12-27 19:01:59,3.4
215,45,2024-03-13 12:37:41,3.4
216,46,2024-06-24 22:40:45,3.4
217,46,2023-09-16 14:38:45,3.4
218,46,2024-10-04 13:54:20,3.4
219,47,2024-09-01 22:31:21,3.3
220,47,2024-11-24 07:30:33,3.3
221,47,2024-08-30 23:43:02,3.4
222,47,2024-12-30 11:28:41,3.4
223,47,2024-12-28 21:29:24,3.2
224,47,2024-12-28 18:12:20,3.4
225,47,2024-12-17 18:31:32,3.4
226,47,2024-10-13 17:09:12,3.3
227,48,2024-05-28 13:00:15,3.4
228,48,2024-02-23 17:38:21,3.2
229,48,2024-07-21 13:49:02,3.4
230,48,2023-08-18 08:08:59,3.4
231,48,2024-02-07 12:10:29,3.3
232,48,2024-12-12 19:21:51,3.2
233,48,2024-09-30 14:16:38,3.4
234,49,2023-09-15 22:15:17,3.4
235,49,2023-07-10 12:50:39,3.3
236,49,2023-05-29 17:45:22,3.3
237,50,2024-10-31 14:02:58,3.4
238,50,2023-11-29 06:07:30,3.3
239,50,2024-02-18 14:19:16,3.4
240,50,2024-12-20 13:17:51,3.4
241,51,2024-08-31 20:06:35,3.4
242,51,2024-08-26 22:09:30,3.4
243,51,2024-08-06 21:20:01,3.3
244,51,2024-11-14 08:09:10,3.4
245,51,2024-12-19 18:41:45,3.4
246,52,2024-08-18 12:26:35,3.4
247,52,2024-07-14 19:59:16,3.3
248,52,2024-08-02 20:21:37,3.3
249,52,2024-06-13 22:13:45,3.3
250,53,2024-11-03 15:49:34,3.4
251,53,2024-12-18 12:50:13,3.3
252,54,2024-09-02 14:12:36,3.4
253,54,2024-05-16 12:52:26,3.1
254,54,2024-09-11 10:47:52,3.3
255,55,2024-09-28 19:52:53,3.2
256,55,2024-10-10 21:36:01,3.3
257,55,2024-12-16 10:03:36,3.3
258,55,2024-09-18 19:25:06,3.4
259,55,2024-11-26 06:41:58,3.4
260,55,2024-12-25 07:21:43,3.2
261,56,2023-10-01 11:54:13,3.3
262,56,2023-09-07 14:38:30,3.4
263,57,2024-12-19 10:04:35,3.4
264,58,2024-12-03 20:52:14,3.4
265,58,2024-12-28 21:04:47,3.4
266,58,2024-12-24 22:50:41,3.4
267,58,2024-11-25 00:21:14,3.1
268,58,2024-11-23 10:58:26,3.1
269,58,2024-11-21 21:08:56,3.2
270,58,2024-12-02 18:28:47,3.3
271,59,2024-12-29 07:18:39,3.4
272,59,2024-10-16 20:34:56,3.3
273,59,2024-07-25 21:59:09,3.2
274,59,2024-08-01 09:44:42,3.4
275,59,2024-12-07 20:01:05,3.4
276,60,2024-05-11 23:35:03,3.4
277,60,2023-11-26 14:26:23,3.4
278,60,2024-02-01 09:56:17,3.4
279,61,2024-10-29 17:52:44,3.4
280,61,2024-07-20 14:53:16,3.3
281,62,2024-12-30 12:52:21,3.3
282,62,2024-12-28 11:35:29,3.4
283,62,2024-12-28 15:57:34,3.3
284,63,2023-02-05 20:44:38,3.3
285,63,2023-12-24 15:29:49,3.4
286,63,2024-04-21 08:57:39,3.4
287,63,2024-10-15 14:58:09,3.4
288,63,2023-07-10 13:03:50,3.4
289,64,2024-10-12 23:57:25,3.4
290,64,2023-10-07 19:48:24,3.3
291,64,2024-04-12 03:21:12,3.4
292,64,2023-10-09 18:27:02,3.3
293,64,2024-09-08 19:34:32,3.1
294,64,2023-12-13 07:53:41,3.3
295,65,2024-11-03 22:36:53,3.3
296,65,2024-07-22 09:37:33,3.3
297,65,2024-08-06 21:48:48,3.4
298,65,2024-08-09 16:23:15,3.4
299,66,2024-10-15 08:25:50,3.1
300,66,2024-08-28 23:35:43,3.3
301,66,2024-08-12 15:00:59,3.4
302,66,2024-12-05 00:32:49,3.4
303,66,2024-11-17 15:57:06,3.3
304,66,2024-08-17 15:41:06,3.4
305,66,2024-08-21 14:18:03,3.3
306,67,2024-08-15 23:37:23,3.4
307,67,2024-09-28 13:44:09,3.4
308,67,2024-07-13 14:42:03,3.3
309,68,2023-07-12 05:53:36,3.4
310,68,2023-06-01 19:03:52,3.2
311,69,2024-08-28 03:11:00,3.3
312,69,2024-05-11 13:18:36,3.4
313,69,2024-06-21 19:39:11,3.1
314,69,2024-03-02 23:11:39,3.4
315,69,2024-10-22 13:39:50,3.4
316,69,2024-07-11 18:43:44,3.4
317,70,2024-12-11 18:55:38,3.3
318,70,2024-12-28 21:28:47,3.3
319,70,2024-11-30 13:24:42,3.4
320,70,2024-12-29 20:16:42,3.4
321,70,2024-11-23 12:25:18,3.2
322,70,2024-12-03 14:02:50,3.4
323,70,2024-12-13 08:57:12,3.3
324,70,2024-12-29 20:55:28,3.4
325,71,2024-04-11 20:49:50,3.4
326,71,2024-06-04 13:07:47,3.4
327,71,2024-03-23 20:00:53,3.4
328,71,2024-02-18 15:05:51,3.4
329,71,2024-01-06 17:02:51,3.3
330,71,2024-01-03 18:25:33,3.4
331,71,2023-12-10 12:39:02,3.4
332,71,2023-10-06 22:51:21,3.4
333,72,2024-02-06 20:43:22,3.3
334,72,2024-01-18 13:36:39,3.4
335,72,2024-07-12 11:16:23,3.4
336,73,2024-06-17 22:47:37,3.2
337,73,2024-06-02 08:03:58,3.4
338,73,2024-10-11 20:55:04,3.4
339,73,2024-08-10 14:27:57,3.4
340,74,2024-09-29 17:52:10,3.2
341,74,2024-10-17 21:26:07,3.4
342,74,2024-08-03 07:42:29,3.4
343,74,2024-07-28 18:44:59,3.4
344,74,2024-04-22 21:02:56,3.3
345,74,2024-11-18 12:22:39,3.4
346,75,2024-06-05 00:54:21,3.3
347,75,2024-06-20 21:33:55,3.4
348,75,2024-12-01 22:35:55,3.2
349,75,2024-06-09 22:54:48,3.4
350,75,2024-11-24 22:16:38,3.4
351,76,2024-07-11 12:00:18,3.3
352,76,2023-12-20 22:06:30,3.4
353,76,2023-12-25 19:50:56,3.3
354,76,2024-01-04 14:29:11,3.4
355,77,2023-03-05 20:22:51,3.2
356,77,2023-07-20 14:55:53,3.3
357,77,2024-06-14 15:39:29,3.4
358,77,2024-07-23 16:30:21,3.3
359,77,2023-12-19 15:56:28,3.4
360,77,2023-03-27 11:00:07,3.4
361,78,2024-09-03 22:44:13,3.3
362,78,2024-11-28 22:44:21,3.4
363,78,2024-04-09 10:29:21,3.4
364,79,2024-03-07 12:57:15,3.4
365,79,2023-09-03 08:53:17,3.4
366,80,2024-04-06 20:30:38,3.3
367,80,2024-06-09 13:58:56,3.2
368,80,2024-06-20 14:51:25,3.2
369,80,2023-10-31 19:15:55,3.4
370,80,2024-10-06 03:26:21,3.4
371,80,2024-11-29 04:20:14,3.2
372,81,2023-12-05 19:28:40,3.4
373,81,2024-01-30 12:13:53,3.3
374,82,2024-01-18 20:58:41,3.4
375,82,2024-06-27 07:26:40,3.4
376,82,2024-03-13 12:55:55,3.3
377,82,2024-01-24 21:51:51,3.2
378,82,2024-09-04 08:34:44,3.1
379,82,2024-07-24 21:35:57,3.4
380,82,2024-11-11 20:57:25,3.3
381,83,2024-10-07 13:55:32,3.3
382,83,2024-11-02 13:22:27,3.3
383,83,2024-10-06 08:59:01,3.3
384,83,2024-12-11 19:11:21,3.2
385,84,2024-12-30 19:24:27,3.4
386,84,2024-06-01 21:39:17,3.3
387,84,2024-05-26 10:32:56,3.3
388,85,2024-12-30 23:28:56,3.1
389,85,2024-09-24 06:05:42,3.3
390,85,2024-09-27 20:34:35,3.4
391,85,2024-12-11 08:46:48,3.4
392,85,2024-10-08 20:58:01,3.3
393,85,2024-12-04 22:33:27,3.4
394,85,2024-09-17 20:59:55,3.4
395,86,2024-06-04 09:34:44,3.4
396,86,2024-05-09 10:09:33,3.4
397,86,2024-05-29 23:46:15,3.2
398,86,2024-08-02 23:30:28,3.4
399,86,2024-04-03 14:05:47,3.1
400,86,2024-02-19 19:14:52,3.3
401,87,2024-11-07 13:55:48,3.4
402,87,2024-11-07 19:30:15,3.3
403,87,2024-09-14 10:41:08,3.4
404,87,2024-12-29 14:41:45,3.4
405,87,2024-06-12 12:13:21,3.4
406,87,2024-11-25 17:13:03,3.4
407,87,2024-12-13 14:47:40,3.4
408,88,2023-08-21 16:52:59,3.4
409,88,2023-03-23 12:10:50,3.3
410,88,2023-08-03 13:21:18,3.4
411,89,2024-02-23 23:50:28,3.4
412,89,2024-10-21 18:18:06,3.2
413,89,2024-11-09 22:34:54,3.4
414,89,2024-07-12 20:26:40,3.4
415,89,2024-04-27 13:41:29,3.3
416,89,2024-08-13 21:55:21,3.3
417,90,2024-01-28 22:17:32,3.4
418,90,2024-11-30 12:42:27,3.4
419,91,2024-09-28 10:11:39,3.4
420,91,2024-09-16 12:38:21,3.3
421,91,2024-12-03 22:28:01,3.1
422,92,2024-11-19 21:15:43,3.4
423,92,2024-11-05 17:37:43,3.4
424,92,2024-10-16 14:02:31,3.3
425,92,2024-12-16 16:20:13,3.2
426,92,2024-10-12 22:03:14,3.4
427,92,2024-10-27 17:01:44,3.2
428,92,2024-12-27 22:31:05,3.4
429,92,2024-11-13 09:14:15,3.3
430,93,2024-08-14 13:56:35,3.4
431,93,2024-08-20 06:43:01,3.4
432,93,2024-11-02 20:13:29,3.3
433,93,2024-09-20 13:29:01,3.2
434,93,2024-11-24 15:32:49,3.4
435,93,2024-10-21 22:23:38,3.3
436,94,2024-08-08 14:58:37,3.4
437,94,2024-05-26 13:31:21,3.4
438,94,2024-08-11 23:01:57,3.3
439,94,2024-03-30 19:24:08,3.4
440,94,2023-10-21 14:19:32,3.3
441,94,2024-05-17 21:35:14,3.4
442,95,2024-09-16 12:47:54,3.4
443,95,2024-04-03 09:59:03,3.4
444,95,2024-12-29 19:33:41,3.4
445,96,2024-12-04 20:25:41,3.3
446,96,2023-12-08 18:45:11,3.2
447,96,2024-05-13 15:45:18,3.3
448,97,2023-10-11 06:51:42,3.2
449,97,2024-12-20 13:39:56,3.3
450,98,2024-08-05 15:49:35,3.2
451,98,2024-08-13 10:46:23,3.4
452,98,2024-09-29 10:59:05,3.4
453,99,2024-05-24 21:18:00,3.4
454,99,2024-01-31 17:49:27,3.3
455,99,2023-08-29 17:05:11,3.4
456,99,2023-11-05 21:57:02,3.3
457,99,2024-01-22 13:36:20,3.4
458,99,2023-10-08 19:18:59,3.4
459,99,2024-04-21 08:51:58,3.4
460,100,2024-06-07 12:00:05,3.4
461,100,2024-10-23 08:50:07,3.3
462,100,2024-05-26 20:46:14,3.3
463,101,2024-07-19 14:12:13,3.4
464,101,2024-12-30 18:44:11,3.4
465,101,2024-08-19 16:05:11,3.4
466,101,2024-06-10 20:07:49,3.2
467,101,2024-01-27 20:39:05,3.4
468,101,2024-04-27 15:14:02,3.2
469,102,2024-09-26 16:10:39,3.4
470,102,2024-12-11 07:34:41,3.4
471,102,2024-07-27 17:43:26,3.3
472,102,2024-10-10 10:07:52,3.4
473,102,2024-12-30 17:37:02,3.4
474,102,2024-07-27 19:12:20,3.3
475,103,2024-12-16 20:13:06,3.3
476,103,2024-11-09 11:27:56,3.4
477,103,2024-11-25 15:19:59,3.4
478,103,2024-12-14 23:58:30,3.2
479,103,2024-12-24 19:44:35,3.4
480,103,2024-11-05 18:56:32,3.4
481,104,2024-10-03 05:52:55,3.1
482,104,2024-09-20 19:50:10,3.1
483,104,2024-09-22 12:51:16,3.4
484,104,2024-11-08 03:31:04,3.3
485,104,2024-11-30 15:25:22,3.2
486,105,2024-10-06 14:48:45,3.3
487,105,2024-08-30 10:04:52,3.3
488,105,2023-12-17 09:01:53,3.3
489,105,2024-10-08 22:32:46,3.2
490,105,2023-07-13 12:56:44,3.4
491,105,2023-06-18 22:48:54,3.4
492,105,2024-06-09 21:13:03,3.3
493,106,2024-11-15 02:22:38,3.4
494,106,2024-10-31 22:55:53,3.4
495,106,2024-10-29 19:15:55,3.4
496,106,2024-09-21 11:29:03,3.1
497,106,2024-08-16 20:20:33,3.4
498,106,2024-07-26 17:55:58,3.2
499,106,2024-08-01 16:12:15,3.3
500,106,2024-10-04 11:01:51,3.4
501,107,2024-12-18 12:56:44,3.4
502,107,2024-02-17 18:41:10,3.3
503,107,2024-07-12 17:00:53,3.4
504,107,2024-02-10 09:54:56,3.3
505,108,2024-10-29 19:35:21,3.4
506,108,2024-11-25 12:55:07,3.3
507,108,2024-10-25 21:26:50,3.1
508,108,2024-11-07 22:33:55,3.3
509,108,2024-11-10 14:34:35,3.4
510,108,2024-12-20 19:12:25,3.4
511,109,2024-08-05 11:15:34,3.1
512,109,2024-01-25 19:26:16,3.3
513,109,2024-06-06 12:26:57,3.4
514,109,2024-06-05 14:30:45,3.3
515,109,2024-04-03 11:49:05,3.2
516,109,2024-04-06 11:29:21,3.3
517,109,2023-12-10 17:30:25,3.1
518,109,2024-01-26 13:19:00,3.4
519,110,2024-01-05 12:05:23,3.3
520,110,2024-10-13 08:19:45,3.3
521,111,2023-04-26 07:34:24,3.2
522,111,2023-12-26 13:01:55,3.3
523,111,2024-03-05 08:33:38,3.3
524,111,2023-03-09 20:21:21,3.4
525,111,2023-11-18 13:22:58,3.3
526,112,2024-12-03 15:15:24,3.4
527,112,2024-11-15 22:49:54,3.4
528,112,2024-12-16 14:17:51,3.1
529,112,2024-11-20 21:43:17,3.4
530,112,2024-11-23 12:21:54,3.4
531,112,2024-12-05 20:01:00,3.3
532,112,2024-10-14 21:05:38,3.4
533,113,2024-06-06 10:49:09,3.4
534,113,2024-12-20 13:37:30,3.4
535,113,2024-05-31 19:41:54,3.4
536,113,2024-11-10 20:51:13,3.3
537,113,2024-12-24 11:23:42,3.4
538,113,2024-04-25 22:20:53,3.4
539,113,2024-11-13 02:50:37,3.3
540,114,2024-09-20 17:26:43,3.4
541,114,2024-01-14 05:07:04,3.3
542,115,2024-12-16 21:48:49,3.4
543,115,2024-12-15 12:33:40,3.3
544,115,2024-12-16 10:47:30,3.4
545,116,2024-01-21 19:11:51,3.4
546,116,2024-11-01 13:42:36,3.3
547,117,2023-09-15 12:11:38,3.4
548,117,2024-01-27 12:47:24,3.3
549,117,2024-04-12 12:53:05,3.4
550,117,2024-09-09 21:44:22,3.4
551,117,2023-09-21 15:10:32,3.1
552,117,2023-05-23 08:59:47,3.4
553,117,2023-07-18 18:28:13,3.3
554,118,2024-09-25 19:18:44,3.4
555,118,2024-10-01 10:20:43,3.2
556,118,2024-04-04 19:35:14,3.4
557,118,2024-04-17 12:46:32,3.4
558,118,2023-05-14 19:43:54,3.1
559,119,2024-04-27 00:35:06,3.2
560,119,2024-09-11 18:40:41,3.3
561,120,2024-08-15 20:15:02,3.4
562,120,2024-12-18 12:18:05,3.4
563,120,2024-10-08 10:45:57,3.4
564,120,2024-09-27 12:22:49,3.2
565,120,2024-12-12 11:13:30,3.3
566,121,2024-11-26 19:55:25,3.4
567,121,2024-12-09 23:07:42,3.3
568,121,2024-10-14 14:20:24,3.3
569,121,2024-11-24 22:30:06,3.4
570,121,2024-11-09 15:08:56,3.4
571,121,2024-10-05 21:55:29,3.4
572,122,2024-11-28 15:38:17,3.2
573,122,2024-09-03 22:31:46,3.4
574,122,2023-10-29 23:07:04,3.3
575,122,2024-03-23 12:24:45,3.4
576,122,2023-10-22 23:54:32,3.3
577,122,2024-09-22 17:23:51,3.3
578,122,2024-09-08 20:55:58,3.4
579,123,2024-12-10 22:54:41,3.4
580,123,2024-01-06 11:46:42,3.4
581,123,2024-04-25 16:53:46,3.4
582,123,2023-07-05 07:35:35,3.4
583,123,2023-11-28 13:11:21,3.4
584,123,2023-12-08 08:41:46,3.4
585,123,2023-08-01 16:10:48,3.3
586,124,2024-09-24 22:03:39,3.3
587,124,2024-07-01 14:01:09,3.4
588,124,2024-06-08 22:53:13,3.4
589,124,2024-03-26 21:41:23,3.4
590,124,2024-07-03 12:48:52,3.4
591,125,2024-11-22 20:00:53,3.1
592,125,2024-12-29 23:30:00,3.4
593,125,2024-12-23 21:01:28,3.1
594,126,2024-06-06 15:03:33,3.4
595,126,2024-10-19 20:58:45,3.4
596,126,2024-05-10 20:37:14,3.3
597,127,2024-02-13 17:56:56,3.4
598,127,2024-06-14 15:38:09,3.4
599,127,2024-09-05 15:19:34,3.3
600,127,2024-08-23 22:11:39,3.3
601,127,2024-02-26 21:51:18,3.4
602,128,2024-10-04 13:20:28,3.2
603,128,2024-04-13 13:43:17,3.2
604,128,2024-06-17 15:32:06,3.3
605,128,2024-06-11 12:30:36,3.3
606,129,2024-01-14 11:21:48,3.2
607,129,2024-03-10 07:27:11,3.3
608,129,2024-04-18 07:08:54,3.4
609,129,2024-11-28 22:16:22,3.3
610,129,2024-07-02 22:14:15,3.1
611,129,2024-12-25 20:29:48,3.4
612,129,2024-05-05 20:02:46,3.3
613,129,2024-06-13 08:32:21,3.2
614,130,2024-01-08 14:47:30,3.3
615,130,2023-10-25 13:35:12,3.4
616,130,2024-07-11 17:01:03,3.4
617,131,2024-05-30 13:59:49,3.3
618,131,2024-05-29 11:31:27,3.3
619,131,2024-06-24 09:34:22,3.4
620,131,2024-05-04 20:49:33,3.3
621,132,2024-11-18 21:52:14,3.4
622,132,2024-01-11 10:48:37,3.3
623,132,2023-10-31 11:14:45,3.4
624,133,2024-11-29 00:44:37,3.3
625,133,2024-12-09 12:57:02,3.3
626,133,2024-12-24 00:12:12,3.3
627,133,2024-12-08 19:40:40,3.4
628,133,2024-12-28 11:17:23,3.3
629,133,2024-12-01 09:41:31,3.4
630,133,2024-11-26 12:14:28,3.2
631,133,2024-12-29 20:41:40,3.3
632,134,2024-12-22 09:26:36,3.4
633,134,2024-08-04 01:41:40,3.3
634,134,2024-02-11 21:22:19,3.3
635,134,2023-06-25 08:31:42,3.4
636,134,2023-09-13 14:42:10,3.3
637,134,2023-02-28 13:45:09,3.4
638,134,2024-05-04 11:38:27,3.4
639,135,2024-01-27 12:08:33,3.4
640,135,2024-02-05 18:36:02,3.3
641,135,2024-10-11 18:38:29,3.4
642,135,2024-12-13 21:43:13,3.2
643,136,2023-03-04 11:06:38,3.4
644,136,2024-09-26 21:26:22,3.4
645,136,2023-05-02 19:46:01,3.2
646,136,2023-02-20 13:27:56,3.4
647,137,2024-08-12 13:42:49,3.1
648,137,2024-10-13 14:19:31,3.3
649,137,2024-01-04 21:53:36,3.4
650,137,2024-08-16 14:09:35,3.4
651,137,2024-11-22 18:56:46,3.1
652,137,2024-08-14 13:19:09,3.4
653,137,2024-05-31 10:06:20,3.3
654,138,2024-06-12 12:43:28,3.3
655,138,2024-12-05 19:26:14,3.4
656,138,2024-01-17 18:58:38,3.3
657,138,2023-11-20 16:22:20,3.4
658,138,2024-02-15 14:27:49,3.4
659,138,2024-05-09 11:30:03,3.4
660,138,2023-12-07 05:09:47,3.4
661,138,2023-05-15 19:47:51,3.4
662,139,2024-03-30 19:14:43,3.4
663,139,2023-12-12 13:24:42,3.4
664,139,2023-12-31 19:52:11,3.3
665,140,2024-08-07 12:32:28,3.3
